NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
3221574;2024;15127613;1504208;Marabá;15;PA;2;1;1;1504208;Marabá;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
106702;2024;33089841;3304904;São Gonçalo;33;RJ;2;1;1;3304904;São Gonçalo;33;RJ;1;1;1;1;1419;1385;1398;1407;422.5;444.8;535.3;451.5;DDBADDACBCECADCDECBCAEBCEDACAAAEDCBCBEBD.ECAB;DABBECDECCDCCDCBEBDACBCACEABBCBBAACACBBCACBCB;BDDBCEDABDEECBAADCCCADCEBCBDEDCBDBEDADDDAEBCB;BACC.CBDCACBAABCBDADEBDA.CBBBEDDABCDDEDECDCDC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;120;120;120;120;580
1917474;2024;26008181;2614303;Moreilândia;26;PE;2;1;1;2605301;Exu;26;PE;1;1;1;1;1419;1385;1398;1407;430.4;482.9;465.8;401.3;DDACDCBDBBDEBDBCBABDEADEBDAADEECACBDEDBDABAED;EECAECDBDBAAAAAAEACCBDEAEBEDEDDCEAAEBAAEBCDDD;BACBACAAEBEADEAAABADBDDDBAEABBBBEACEABDDDEECE;BCDBBDDBDDCDDDABDCACBABBBDBCCBCCDCBACBDCACCDD;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;4;0;0;0;0;0;0
3012816;2024;29156211;2910503;Entre Rios;29;BA;2;1;1;2910503;Entre Rios;29;BA;1;1;1;1;1419;1385;1398;1407;446.7;393.5;448.6;390.7;ACEBDBCDDDDCCBAEBEDDEEABEBEBEDCACDBBBCDBAEEEC;ABDADDBCCCECBAEBEEDABEACDDABDEACEABDCBBECABCB;BEACAAECBEAEAEEDAAEABDADADADBDBBABBDDEAEABBEB;BCBCCEBAABCDEBDAEDADADABACBACACCEDABCEDBBDAEC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;80;120;80;80;100;460
1886957;2024;;;;;;;;;1505908;Porto de Moz;15;PA;1;1;1;1;1422;1384;1396;1410;460.2;555;565.4;379.4;BBCCDCABADEEEECACBDABECCCEDECDEBBCEACEDBCADCB;BCBBBCDAECBDEBDDEABBBDAABECADDEAEADDDACABCCDA;DDDBCCABECBBDBEEBDDAECEDDDCAACBCEBCADBDECECEC;ABEDCEEDDCBEDCBCBEEADECDBBBCDBAEAAEBDACCEDBDB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;140;180;160;160;100;740
225132;2024;29428203;2910727;Eunápolis;29;BA;2;1;1;2910727;Eunápolis;29;BA;1;1;1;1;1419;1385;1398;1407;518.3;411.4;446.6;468.8;BCBCBECACCBCDBCCDCBDCBADBADBCBAADCECACCCBDC*B;BBABBBBCBCBCBDADAACCBAACBDCDAEDACCCAEADECCBAC;DBCCBCDCCDEEDADAEDDBCBEABDAADCBCCDDCCDCCDACDC;CDDDDDDCDDECCECBCCCDCEBDCBDDCDDDBDCDDCBDCDDDB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;120;100;100;80;500
2246335;2024;35324462;3505708;Barueri;35;SP;3;1;1;3505708;Barueri;35;SP;1;1;1;1;1419;1385;1398;1407;462.7;508.7;524.7;551.4;CADBEECCBCEBCEADEDBDEBECBAAEEACBEDCDABCDCBDEC;CDAECBDBDBCCEEADCCDBDDCACEDBEEDEEAAAEBCEEDBDD;DDCDACDCADEEEAAACDECADEEACEDDDBBCADDBDEAEDACB;CCCACCBBCBDDCDDCECCDBCCCDBBDBCDEDEEDCEDCBDDCE;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;160;120;140;180;740
3090842;2024;;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;1419;1385;1398;1407;581.6;597.8;619.4;683.2;BCCDDCDEBDACCBCDEACDCCACECEBCEADACCCEEBDADBAC;CAEDCADBEAECEBACDAEACBEADEDCDABEEAEECECBCCBCB;EAAACDBCADEEAEEBBBCDADEEBABECEDBCCBDADEDDCECB;DBDACCABDDBBEBEDACCDBCCCBCCBBDEEABCBCECACCEDA;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;120;100;120;100;580
660454;2024;51056780;5108402;Várzea Grande;51;MT;2;1;1;5108402;Várzea Grande;51;MT;1;1;1;1;1420;1383;1395;1408;369.6;461;476.5;401.1;CDABCADBBAAAAEACBBEADEBEBDEBCDCCEDABBBDDADDBA;CCABCBAAACADADEBAECEDAACCBABEADAEBDDEADABCBDE;ECDDCECCEEEBDBAEACDCDBCAEBCBBAAEDACACBAEBBDCC;CBCDBECDEAADABCCEADCEAECBEDDCDDCEBDAACADABCAE;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;120;80;120;100;520
1811512;2024;;;;;;;;;1501402;Belém;15;PA;1;1;1;1;1421;1386;1397;1409;577.8;593.7;567.3;494.8;DDBDEEEBCBCDBAAAEBDDAECBCBBCDCBCEBDEEEEBCEBDB;ACCCADEDDEAECEDAABADCECEDAEBBCCEEECAEDCBBEEEB;EAACDCBECEAEEADDEDBDBABBADCABBDDCDDEDDEECBECE;DEADBEDCBEDCCDEAACDCBCBCDDCCCBDEDBBDCDBDECBCA;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;120;120;120;100;560
252556;2024;60002496;1715754;Palmeirópolis;17;TO;2;1;1;1715754;Palmeirópolis;17;TO;1;1;1;1;1419;1385;1398;1407;533.5;454.1;493.6;560.5;AEBADDCEEBCACCCDEEADBBACBCECDABDDCEDEEBCBCABA;AAEEEDDDBCEABDCDEAAACEACDEEABCDEAACDDAAAECECD;EAABCCDCBAEECCBBAADBDEBACCCEAEABCBBDEEDABEDDC;DEDACCACDBBCECDEDCCBABCECADDBDBDCDACDAEBAEEBC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;180;100;160;200;780
2814719;2024;41023080;4114203;Mandaguari;41;PR;2;1;1;4112108;Jandaia do Sul;41;PR;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1598398;2024;21095523;2105302;Imperatriz;21;MA;2;1;1;2105302;Imperatriz;21;MA;1;1;1;1;1419;1385;1398;1407;375;309.2;469.8;413.7;CDBAEABEEABCACADCDADEADEDAACBECEECEBAADBCCADE;CAEABABBAABDABBBEBCEBDADEBCBCADEECACABBDECABB;EEAAEDCCBBAAEAEACABDBCCEBCDDAAABCADDCEBBCDECD;BBACAEDABBAEEBCABCAEDBCABDCBADABDCECEEDBADEBA;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;140;120;120;120;620
142426;2024;35479585;3547304;Santana de Parnaíba;35;SP;2;1;1;3509205;Cajamar;35;SP;1;1;1;1;1420;1383;1395;1408;527.8;574;604.6;655.5;ECEBCDDBAECBCDBCDCDBCAEEABCECACECCBCEDCEABDBB;AECBBEACACCDDABBDBCDCCDCEBADEAEACBACEEDCBADDA;CCDDCECBECEDDCBDEDDCEBEACBDADBDDDAEDCBEDADEEB;BCCBCDDAECABDACEBBCDBEACCADADDACCACDDCBECBEDC;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;180;100;120;80;600
3368554;2024;;;;;;;;;2110039;Santa Luzia do Paruá;21;MA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2602908;2024;35114728;3543402;Ribeirão Preto;35;SP;4;1;1;3543402;Ribeirão Preto;35;SP;1;1;1;1;1421;1386;1397;1409;512.9;562.3;565.3;484.9;AEACEDBBACBDEABCEDBAADBACDDDBCABCBCAEEAAACCEA;ADCCAAEDDEEECECADBBDBCACDCDABCBDAEABECEDBBECB;AACEAABEEADEDBDEEDABEDEDBDDAACDBCECEDDBECBEDD;ABBADAACBDCCCEDBBAACEAABBECBEDAEDEADAADBCEDAE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;160;160;160;820
2723922;2024;;;;;;;;;5103205;Colíder;51;MT;1;1;1;1;1419;1385;1398;1407;416.4;479.3;591.3;521.2;BBADBBEACDDECBCCDBACEEABDDBCAECAEBCDDBEACEBDA;DABDEBDBEACCEDAEDAEABCAEBDACCEBDABECEBADDCBDA;BAAACBDCADEECEDBECCBADEEBCBECDBBCEADADCDDCECB;ECCABDCDDEBADCCEADDBECDBAAEACDAEBACDEBDCCADDB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;8;0;0;0;0;0;0
2025594;2024;;;;;;;;;3303302;Niterói;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
640122;2024;;;;;;;;;3541406;Presidente Prudente;35;SP;1;0;0;1;1419;;;1407;521.5;;;508.4;CEABDCBEABCDBECBBECDDBBDEADDBAAAEDCAECBBCBACB;;;BACACEBBCBCBDECDDCDBACEBBBCCDDCEBBCDDDCCEDDCB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;;;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;;;;;;;
1064692;2024;26058812;2610905;Pesqueira;26;PE;2;1;1;2610905;Pesqueira;26;PE;1;1;1;1;1422;1384;1396;1410;416.3;408;444.9;469.9;DDADEBAEEEDEAEDCADEAAECAACBDDEABCDEDCBABDDCEE;BCCACEEDDACBBBDECECABDDC.CDADCEEDCCABAABCCDEE;CDEDCEBECCDADBCDBCBBDDCBADBCBCEDEECBDBCDABCBC;CBDBABCDEACBCBCDDDAABCDCBBCDEEABBDCBADEAECDBC;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;4;0;0;0;0;0;0
3122170;2024;;;;;;;;;2313005;Solonópole;23;CE;1;1;1;1;1422;1384;1396;1410;450.4;532.9;505.9;542.1;BDCBBDAADCDEDEECACABDCDBDBCEBDDBCDCADBDDDACCE;DAEBECAAECADDABBEBBEEADEDDAACECAAACEACCABCCEA;AEDDDCBDECBCDACCADABBCBBDDDACBDCEECADEEEDDDEC;CDCEBCEDCBBECCDCBBCBCEDDCBEDBCBBDBDBEBAABCEDA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;140;100;120;140;600
294707;2024;;;;;;;;;2509107;Mari;25;PB;2;1;1;2;;1385;1398;;;530.8;456.6;;;BEEBBDDBABECEDEBEBEBBCCEDDEBEEEAADCECADBBDCDB;CEDDABBBBDDACEECDDBCADDADCBCADCBBCCDEBAAEAABB;;1;;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;;1;120;160;120;120;120;640
3355482;2024;21027196;2109601;Rosário;21;MA;2;1;1;2109601;Rosário;21;MA;1;1;1;1;1419;1385;1398;1407;408.4;397;392.3;425.4;DCAACEDBCEBDCEEACAAEEAECEBBCDACAADECEBADCCDBC;BBBECAAECACDDBAACEABDAAABCD*BDEACABDCEEAEAEAE;BDBCACAEEEAAEA*ACACACDBAADEBBEEAAADDECADDDACE;CAADCCDEEACADABCDCBCBDEDCBDAABABADBDDADCBEDCD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;6;0;0;0;0;0;0
227432;2024;;;;;;;;;4208906;Jaraguá do Sul;42;SC;1;1;1;1;1421;1386;1397;1409;439.8;520;565.9;405.9;EBBDECEDCCDDEDDDBCDCA*DCBCCECCAAABCEADECCDCDA;ABBEADAEBEDDCDCBBBCDBEBBACDABEBBAAAABDEEDDABA;CBCDBEBECADDEDEDEDDBDEAABACDECCDCADEDDCECBECB;ABACDEBBDBBBEAACBDDECCBBBCDBDBABCDCBCAACECEBC;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;120;120;100;580
621910;2024;;;;;;;;;3549904;São José dos Campos;35;SP;1;1;1;1;1421;1386;1397;1409;533.9;563.6;517.4;520.3;DEBDBEEBABDDABBCDDEDADCBBCDEBBEBBCDEADCEBECEB;ABECCDEEDEDECEDAEACDBDBCEDDBECDBABEEBCEEDEECE;DACEECCECAEDEADBBDABDEAABBCADDEDCAEEBAEECCEEB;DBECBEACBEBCCBDAAEDACBCBDCCCBCCDDCDBCDDCDEABD;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;120;80;100;120;520
1399060;2024;;;;;;;;;3123908;Entre Rios de Minas;31;MG;1;1;1;1;1419;1385;1398;1407;552.2;585.4;589.5;571;BEBCEEACDBACCDCDCDBDCBADDCEABBBDAEECEEDCEBCEB;CAAABBDBECCCEBABEAAECBEAEEEDEBBEEABECBAACEDCD;DDCEABDCBDEECECCDCEDADCEBDBEDADBCEEDDCADCAECB;EEEAAEBBADCABBBCAACDECCDAEEDCBCCCABDEEABBCDBC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;180;160;120;140;700
2729477;2024;24070211;2401651;Bodó;24;RN;2;1;1;2403103;Currais Novos;24;RN;1;1;1;1;1420;1383;1395;1408;370.1;414.5;387.3;445.5;DADBCEAEDBBCECAAECBDAECBCDEBDCDADCEBEBCEBEBDA;CAAEDBCEACCEBDACACBDDBACBDACEBDADEACACCABBEDA;DBDEABCBDEDCBCAECABCACDCBEDCADECECDCBAABCEDAC;BEDCEBBABBCDDCABDBDEBACBDEACBCBECBDCBADECDEBB;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;80;100;80;80;60;400
2540622;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1419;1385;1398;1407;511.4;586.6;538.1;427.7;ECDBDCBABEDBCCDDDDBDCCAAEAEBAEBDACEACEBBCCBCD;CAEDBBBBEAECEBACDAEACBDADEEEDBBEEADDEBDACCEAD;CCCBBCBCBDEECDBADDBDABEEBCBEADBBBEBEEDAEACACB;CDACEBBCDBBBDCDCDDACBBDBADACACBEECDBACDBCDBEA;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;140;120;140;140;660
2304965;2024;;;;;;;;;2111300;São Luís;21;MA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1223156;2024;;;;;;;;;3513801;Diadema;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3754826;2024;;;;;;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1784183;2024;;;;;;;;;3147907;Passos;31;MG;1;1;1;1;1421;1386;1397;1409;598.4;679.2;605.2;630.2;DAAEDEBBAABDECBABBDDDECADAAECABDEBDCEACBCEDED;ACBEAAEEDBEECEDADBADBEBEDADBBCDEAEBAEDEBBCDCE;AACEABBEDADEEBDDBDBBEAADBBEDECDBCBDEDDBECBECB;CBBCBDCEBDAAABBABAEAACCDECCCBADABADCBADCDCABE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;120;120;140;100;620
2531902;2024;35905604;3544004;Rio das Pedras;35;SP;2;1;1;3538709;Piracicaba;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3559089;2024;;;;;;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1670886;2024;;;;;;;;;2211001;Teresina;22;PI;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2795902;2024;15024792;1501808;Breves;15;PA;2;1;1;1501808;Breves;15;PA;1;1;1;1;1421;1386;1397;1409;499.4;579;595.3;532.2;DCDDBEBAAECBECDBDDBCEDCADBBBEADEABBAEDEACDADA;ACDEACEDCEAECEDAABCDCEBADADCACBDAEAAEEECBAECE;AACDDCBEDADDEBEDEEADDECABDCCDDCDCBDEDDCECBECA;CCBCDAEDAEBCCEAACEDCAABBEB.CCAEEBBCEDABCECADA;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;160;200;200;900
3726594;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1419;1385;1398;1407;472.9;522.8;446.2;490.8;BDAADCCDAACCBEBDEBCADCBEEADBCDBBADAAEACCEABDC;CABABADDCCECEBADEACECCDADDADAEBEAABACBBBAEAAE;CEABACBAAAAEBCDBACECABDECDEACDABDAADCDAEBAECA;DEDBEEBCEDDEBCDCDDABBAEBACCCBBCCABDDDEDBECEDB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;160;120;160;140;700
400278;2024;;;;;;;;;2111300;São Luís;21;MA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3275329;2024;;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;1420;1383;1395;1408;463.5;357;528.3;430.5;CCEBCBEEAEEBDDABECAABADECDC.AE.BCBB.E.....D.B;CDA...BEAD.....D....A.D...A....A........C....;EAAADECBECEDDBBDEEBCDCEACBCDBBBCDEDAEABCE.CDB;DDBCACCBCDAACD.BACBDA....EEDCDBBCBDADDBEDDBAA;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;140;120;140;100;620
2463491;2024;17017653;1706100;Cristalândia;17;TO;2;1;1;1706100;Cristalândia;17;TO;1;1;1;1;1419;1385;1398;1407;497.2;596.7;556.8;497.5;BEBCDECBACEECEEDCCCEDADCECABCEEACCEDBECBCACED;CEBDADDBEBDCCBABBAEACCCADEDDEBDEAABECECBCBBCD;ABCDEDDCBEEECEBCBAEDADEEBBBEEDDBCACDABADDCBCB;BCCACCBBABDBDCBBDBBCAEADCBCDACADDBDEBCDBDCEDC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;160;120;120;140;680
120811;2024;;;;;;;;;1500107;Abaetetuba;15;PA;1;1;1;1;1420;1383;1395;1408;563.7;569.8;560.6;547.5;ECEBDACAEDEBCCACDDCCDDEDDBCDBDBECCCDBDDEAADCB;CBCABEACCBBDACBBDECECAEDEEADEBDDDDADEDDADADBC;EEDECECBECADDAACEBDBDADECBDEDDDCDDDDCBEBADEED;CECBDEDEBCDACCADEDCCACAECEDCABEACBCEDAEDEABAB;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;160;200;200;920
1168928;2024;52038181;5208707;Goiânia;52;GO;2;1;1;5208707;Goiânia;52;GO;1;1;1;1;1419;1385;1398;1407;564.1;612.6;582.9;568.1;BCCADCBEBBAECDCBDCCDDAECEEEDAEBCBABAEEBCDDCEE;CAEDEDDEEBCCEBACEAEADDDADAEDABBEEACACBBECDDAD;CBCDBDDBBDEECBDDAEEDADEEBCBECDBBCABDADCDDEECB;ECCAEEBAABDBDEACDCCDACBBBEADCDCDAEDBDEDCCDCCB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;200;120;160;120;720
